Feature,category,Method
109239,radish,VIP+FoldChange
109242,shrimp,VIP+FoldChange
109252,wheat,VIP+FoldChange
109254,wheat,VIP+FoldChange
109255,wheat,VIP+FoldChange
10926,eggplant,VIP+FoldChange
109273,mango,VIP+FoldChange
109290,banana,VIP+FoldChange
109312,banana,VIP+FoldChange
109341,tomato,VIP+FoldChange
109357,peanut,VIP+FoldChange
10936,trout,VIP+FoldChange
109373,tomato,VIP+FoldChange
109387,"grape, lettuce, dill, fennel",VIP+FoldChange
109388,eggplant,VIP+FoldChange
109390,wheat,VIP+FoldChange
109402,anise,VIP+FoldChange
109413,tomato,VIP+FoldChange
109417,tomato,VIP+FoldChange
109454,pig,VIP+FoldChange
109460,anise,VIP+FoldChange
109479,watercress,VIP+FoldChange
109482,pig,VIP+FoldChange
109497,chicken,VIP+FoldChange
109500,chia,VIP+FoldChange
109518,milk_cow,VIP+FoldChange
109557,chia,VIP+FoldChange
109563,chia,VIP+FoldChange
109572,shrimp,VIP+FoldChange
109631,"borage flower, cannabis leaf, borage leaf",VIP+FoldChange
109647,"carrot, rosemary, guava",VIP+FoldChange
10965,strawberry,VIP+FoldChange
109652,dill,VIP+FoldChange
109672,cloves,VIP+FoldChange
109673,sage,VIP+FoldChange
109685,turmeric,VIP+FoldChange
109704,grain_fermented,VIP+FoldChange
10972,"dill flower, parsley, watercress, chive stem",VIP+FoldChange
109736,carrot,VIP+FoldChange
109784,pig,VIP+FoldChange
109785,cannabis leaf,VIP+FoldChange
109826,mushroom plant,VIP+FoldChange
109839,shrimp,VIP+FoldChange
109845,egg_chicken,VIP+FoldChange
109847,pepper,VIP+FoldChange
109848,wheat,VIP+FoldChange
10986,garlic,VIP+FoldChange
109866,cheddar cheese,VIP+FoldChange
109867,chia,VIP+FoldChange
109878,pig,VIP+FoldChange
10988,oat,VIP+FoldChange
109884,pomelo,VIP+FoldChange
109898,cocoa seed,VIP+FoldChange
10990,"grain_fermented, wheat, dill",VIP+FoldChange
109914,chive stem,VIP+FoldChange
109924,bay leaf,VIP+FoldChange
109945,poppy seed,VIP+FoldChange
109970,"Spenach, spinach",VIP+FoldChange
109971,"blueberry, raspberry, strawberry",VIP+FoldChange
109987,"kale, watercress",VIP+FoldChange
110039,grape_fermented,VIP+FoldChange
110045,grape_fermented,VIP+FoldChange
110084,"blueberry, cranberry",VIP+FoldChange
110086,grapefruit,VIP+FoldChange
110091,"milk_cow, yogurt_cow",VIP+FoldChange
110108,"walnut, cranberry",VIP+FoldChange
110114,"radish, radish greens",VIP+FoldChange
110131,fig,VIP+FoldChange
110138,"pear, bay leaf",VIP+FoldChange
110140,shrimp,VIP+FoldChange
110145,"salmon, wheat",VIP+FoldChange
110151,raspberry,VIP+FoldChange
110177,marigold,VIP+FoldChange
110178,melon,VIP+FoldChange
110209,orange,VIP+FoldChange
110214,sesame,VIP+FoldChange
110240,fig,VIP+FoldChange
110250,pomelo,VIP+FoldChange
110274,cloves,VIP+FoldChange
110276,"guava, cloves",VIP+FoldChange
110284,"blueberry, raspberry",VIP+FoldChange
110289,raspberry,VIP+FoldChange
110295,grape_fermented,VIP+FoldChange
110311,tarragon,VIP+FoldChange
110315,cheddar cheese,VIP+FoldChange
110320,legume,VIP+FoldChange
110334,squash blossom,VIP+FoldChange
110336,Tilapia,VIP+FoldChange
110346,langostino,VIP+FoldChange
110358,borage leaf,VIP+FoldChange
110393,eggplant,VIP+FoldChange
110410,fig,VIP+FoldChange
110418,wheat,VIP+FoldChange
110428,carrot,VIP+FoldChange
11049,squash blossom,VIP+FoldChange
110491,spinach,VIP+FoldChange
11051,melon,VIP+FoldChange
110515,yogurt_cow,VIP+FoldChange
110549,peanut,VIP+FoldChange
110569,"cilantro, fennel",VIP+FoldChange
110604,"strawberry, nasturtium",VIP+FoldChange
110608,poppy seed,VIP+FoldChange
110616,olive,VIP+FoldChange
110617,olive,VIP+FoldChange
110619,olive,VIP+FoldChange
11063,beet,VIP+FoldChange
110658,potato,VIP+FoldChange
110691,"Spenach, spinach",VIP+FoldChange
110694,grape_fermented,VIP+FoldChange
110699,chicken,VIP+FoldChange
1107,bean,VIP+FoldChange
11070,veal,VIP+FoldChange
110718,betel nut leaf,VIP+FoldChange
110757,cranberry,VIP+FoldChange
110772,"grape, fennel",VIP+FoldChange
110788,spice,VIP+FoldChange
110792,radish,VIP+FoldChange
110793,radish,VIP+FoldChange
110805,pomelo,VIP+FoldChange
110810,potato,VIP+FoldChange
110875,radish,VIP+FoldChange
110899,"cranberry, betel nut",VIP+FoldChange
110900,pear,VIP+FoldChange
110903,lime,VIP+FoldChange
110904,lime,VIP+FoldChange
110914,oat,VIP+FoldChange
110916,cheddar cheese,VIP+FoldChange
110922,pomelo,VIP+FoldChange
110931,tomato,VIP+FoldChange
110937,wheat,VIP+FoldChange
11094,persimmon,VIP+FoldChange
110946,borage leaf,VIP+FoldChange
110954,anise,VIP+FoldChange
110971,lemon,VIP+FoldChange
110988,guava,VIP+FoldChange
111000,eggplant,VIP+FoldChange
111003,shrimp,VIP+FoldChange
111010,"raspberry, strawberry",VIP+FoldChange
111016,sesame,VIP+FoldChange
111029,chia,VIP+FoldChange
111040,borage flower,VIP+FoldChange
111041,pear,VIP+FoldChange
111048,radish,VIP+FoldChange
111051,wheat,VIP+FoldChange
111104,mango,VIP+FoldChange
111107,cranberry,VIP+FoldChange
111117,"poppy seed, marigold, watercress",VIP+FoldChange
111137,"pear, tarragon",VIP+FoldChange
111145,"broccoli, radish",VIP+FoldChange
111154,turmeric,VIP+FoldChange
111160,ginger,VIP+FoldChange
111162,marigold,VIP+FoldChange
111195,radish,VIP+FoldChange
111204,strawberry,VIP+FoldChange
111234,"peanut, cranberry",VIP+FoldChange
111253,wheat,VIP+FoldChange
111254,wheat,VIP+FoldChange
11126,veal,VIP+FoldChange
111263,potato,VIP+FoldChange
111265,radish,VIP+FoldChange
111287,radish,VIP+FoldChange
11129,"trout, Tilapia",VIP+FoldChange
111291,radish,VIP+FoldChange
111351,"garlic, garlic powder",VIP+FoldChange
111352,garlic powder,VIP+FoldChange
111380,lettuce,VIP+FoldChange
111427,garlic powder,VIP+FoldChange
111434,anise,VIP+FoldChange
111439,marjoram,VIP+FoldChange
111446,arugula,VIP+FoldChange
111460,betel nut,VIP+FoldChange
111461,mint,VIP+FoldChange
111472,walnut,VIP+FoldChange
111473,walnut,VIP+FoldChange
111474,walnut,VIP+FoldChange
111497,cranberry,VIP+FoldChange
111498,cranberry,VIP+FoldChange
111499,cranberry,VIP+FoldChange
111519,"radish greens, borage leaf, lemon balm",VIP+FoldChange
111525,"lettuce, cannabis leaf, thyme",VIP+FoldChange
11153,cheddar cheese,VIP+FoldChange
111534,"cannabis leaf, thyme",VIP+FoldChange
111544,chard,VIP+FoldChange
111559,poppy seed,VIP+FoldChange
111588,"sage, lettuce, cannabis leaf, thyme",VIP+FoldChange
111604,cheddar cheese,VIP+FoldChange
111640,"sage, lettuce, cannabis leaf, thyme",VIP+FoldChange
11166,"walnut, sesame",VIP+FoldChange
111666,salmon,VIP+FoldChange
111693,pea,VIP+FoldChange
111698,borage flower,VIP+FoldChange
111699,parsley,VIP+FoldChange
11171,garlic,VIP+FoldChange
111723,brussel sprout,VIP+FoldChange
111760,brussel sprout,VIP+FoldChange
111821,peanut,VIP+FoldChange
111835,jicama,VIP+FoldChange
111851,kohlrabi,VIP+FoldChange
111879,peanut,VIP+FoldChange
111880,sesame,VIP+FoldChange
111882,jicama,VIP+FoldChange
111909,wheat,VIP+FoldChange
111910,wheat,VIP+FoldChange
111911,wheat,VIP+FoldChange
111913,wheat,VIP+FoldChange
111916,"chard, radish",VIP+FoldChange
111938,"tomato, potato",VIP+FoldChange
111953,potato,VIP+FoldChange
111967,parsley,VIP+FoldChange
11197,"squash, squash blossom",VIP+FoldChange
111994,walnut,VIP+FoldChange
112004,cranberry,VIP+FoldChange
112007,betel nut leaf,VIP+FoldChange
112047,olive,VIP+FoldChange
112055,tomato,VIP+FoldChange
112060,radish,VIP+FoldChange
112074,cheddar cheese,VIP+FoldChange
112081,veal,VIP+FoldChange
112101,"borage flower, borage leaf",VIP+FoldChange
112106,"carrot, cilantro",VIP+FoldChange
112109,"arugula, kohlrabi",VIP+FoldChange
112114,chard,VIP+FoldChange
112126,"cranberry, betel nut",VIP+FoldChange
112139,cheddar cheese,VIP+FoldChange
112157,"Spenach, spinach",VIP+FoldChange
112172,kumquat,VIP+FoldChange
112173,potato,VIP+FoldChange
112179,tomato,VIP+FoldChange
112183,"squash, squash blossom",VIP+FoldChange
112193,"carrot, marigold",VIP+FoldChange
112198,poppy seed,VIP+FoldChange
112199,fennel,VIP+FoldChange
112211,garlic powder,VIP+FoldChange
112224,sage,VIP+FoldChange
112233,yogurt_cow,VIP+FoldChange
112272,"cilantro, fennel",VIP+FoldChange
112295,cloves,VIP+FoldChange
112305,"cauliflower, radish",VIP+FoldChange
112369,salmon,VIP+FoldChange
112382,broccoli,VIP+FoldChange
112386,"radish greens, borage leaf",VIP+FoldChange
112410,potato,VIP+FoldChange
11245,potato,VIP+FoldChange
11253,bay leaf,VIP+FoldChange
112535,"raspberry, borage flower",VIP+FoldChange
112539,grain_fermented,VIP+FoldChange
112543,grain_fermented,VIP+FoldChange
11255,guava,VIP+FoldChange
11261,garlic,VIP+FoldChange
112630,broccoli,VIP+FoldChange
112636,betel nut leaf,VIP+FoldChange
112637,betel nut leaf,VIP+FoldChange
112645,shrimp,VIP+FoldChange
11270,"trout, salmon",VIP+FoldChange
112701,onion,VIP+FoldChange
112704,beet,VIP+FoldChange
11271,grain_fermented,VIP+FoldChange
112710,onion,VIP+FoldChange
112717,carrot,VIP+FoldChange
112719,"carrot, cilantro",VIP+FoldChange
112763,milk_goat,VIP+FoldChange
11278,"radish, brussel sprout, sesame",VIP+FoldChange
112783,"garlic, garlic powder",VIP+FoldChange
112785,raspberry,VIP+FoldChange
112786,peanut,VIP+FoldChange
112795,cheddar cheese,VIP+FoldChange
112798,cheddar cheese,VIP+FoldChange
112817,parsley,VIP+FoldChange
112818,fennel,VIP+FoldChange
112824,peanut,VIP+FoldChange
112831,fig,VIP+FoldChange
112861,beet,VIP+FoldChange
112864,"hing powder, garlic powder",VIP+FoldChange
112887,veal,VIP+FoldChange
112892,poppy seed,VIP+FoldChange
112893,guava,VIP+FoldChange
112921,basil,VIP+FoldChange
112944,lentil,VIP+FoldChange
112955,chia,VIP+FoldChange
112970,cilantro,VIP+FoldChange
112994,peanut,VIP+FoldChange
113009,"carrot, banana",VIP+FoldChange
113035,wheat,VIP+FoldChange
113063,cauliflower,VIP+FoldChange
113066,veal,VIP+FoldChange
113078,"cilantro, langostino",VIP+FoldChange
1131,"squash, squash blossom",VIP+FoldChange
113105,peanut,VIP+FoldChange
11312,veal,VIP+FoldChange
11314,persimmon,VIP+FoldChange
113160,squash blossom,VIP+FoldChange
113200,parsley,VIP+FoldChange
113207,lemon,VIP+FoldChange
113223,tomato,VIP+FoldChange
113248,arugula,VIP+FoldChange
113254,betel nut leaf,VIP+FoldChange
113255,oat,VIP+FoldChange
113260,chicken,VIP+FoldChange
113266,"tarragon, marjoram",VIP+FoldChange
113315,anise,VIP+FoldChange
113316,cardamom,VIP+FoldChange
113324,olive,VIP+FoldChange
113326,olive,VIP+FoldChange
113327,"anise, olive",VIP+FoldChange
113338,walnut,VIP+FoldChange
113342,"apple, corn",VIP+FoldChange
113344,"apple, corn",VIP+FoldChange
113359,cheddar cheese,VIP+FoldChange
11336,"garlic, garlic powder",VIP+FoldChange
11337,radish,VIP+FoldChange
113382,rice,VIP+FoldChange
113383,watercress,VIP+FoldChange
113411,apple,VIP+FoldChange
113424,mint,VIP+FoldChange
113426,mint,VIP+FoldChange
113428,"spice, betel nut, poppy seed",VIP+FoldChange
113437,fennel,VIP+FoldChange
113455,mandarin,VIP+FoldChange
113467,carrot,VIP+FoldChange
113494,"lemon, dill",VIP+FoldChange
113498,"brussel sprout, radish greens, watercress",VIP+FoldChange
113501,mandarin,VIP+FoldChange
11353,soda,VIP+FoldChange
113538,sesame,VIP+FoldChange
11354,strawberry,VIP+FoldChange
113540,apple,VIP+FoldChange
113550,dill,VIP+FoldChange
113572,"betel nut leaf, cannabis leaf",VIP+FoldChange
113583,cardamom,VIP+FoldChange
113601,sweet potato,VIP+FoldChange
113613,radish greens,VIP+FoldChange
113623,oat,VIP+FoldChange
113628,olive,VIP+FoldChange
113644,betel nut leaf,VIP+FoldChange
113654,yogurt_cow,VIP+FoldChange
113659,mandarin,VIP+FoldChange
113668,mandarin,VIP+FoldChange
113684,mandarin,VIP+FoldChange
113726,lemon,VIP+FoldChange
113730,hing powder,VIP+FoldChange
113744,poppy seed,VIP+FoldChange
113754,guava,VIP+FoldChange
113755,guava,VIP+FoldChange
113756,guava,VIP+FoldChange
113777,yogurt_cow,VIP+FoldChange
113789,marjoram,VIP+FoldChange
113807,"anise, bay leaf",VIP+FoldChange
11381,cheddar cheese,VIP+FoldChange
113818,pig,VIP+FoldChange
11382,cheddar cheese,VIP+FoldChange
113828,lemon,VIP+FoldChange
113850,turmeric,VIP+FoldChange
113856,mandarin,VIP+FoldChange
113870,pepper,VIP+FoldChange
113886,parsley,VIP+FoldChange
11389,"cannabis leaf, parsley",VIP+FoldChange
113896,radish,VIP+FoldChange
113925,blueberry,VIP+FoldChange
113941,chive blossom,VIP+FoldChange
113965,"betel nut leaf, cranberry",VIP+FoldChange
113967,"betel nut leaf, cranberry",VIP+FoldChange
113973,betel nut leaf,VIP+FoldChange
114008,borage leaf,VIP+FoldChange
114026,pea,VIP+FoldChange
11403,"soda, brussel sprout",VIP+FoldChange
114031,pomelo,VIP+FoldChange
114037,grape_fermented,VIP+FoldChange
114057,mushroom plant,VIP+FoldChange
114068,beet,VIP+FoldChange
114078,oregano,VIP+FoldChange
114084,shrimp,VIP+FoldChange
114092,mandarin,VIP+FoldChange
114095,mandarin,VIP+FoldChange
114103,guava,VIP+FoldChange
114114,tomato,VIP+FoldChange
114126,"mango, oregano",VIP+FoldChange
114128,rosemary,VIP+FoldChange
114137,shrimp,VIP+FoldChange
114170,milk_cow,VIP+FoldChange
114177,Spenach,VIP+FoldChange
11418,yogurt_cow,VIP+FoldChange
114187,"cucumber, tarragon",VIP+FoldChange
114211,eggplant,VIP+FoldChange
114215,shrimp,VIP+FoldChange
114243,cheddar cheese,VIP+FoldChange
114285,tomato,VIP+FoldChange
114296,"pomelo, lemon balm",VIP+FoldChange
114305,beet,VIP+FoldChange
114310,apricot,VIP+FoldChange
11433,sugarcane,VIP+FoldChange
114357,pig,VIP+FoldChange
114358,pig,VIP+FoldChange
114359,"arugula, borage flower, borage leaf",VIP+FoldChange
114368,parsley,VIP+FoldChange
114374,"broccoli, brussel sprout",VIP+FoldChange
114376,mushroom,VIP+FoldChange
114381,"mango, sumac",VIP+FoldChange
114392,"pea, bean",VIP+FoldChange
114445,"eggplant, potato",VIP+FoldChange
114446,eggplant,VIP+FoldChange
114457,yogurt_cow,VIP+FoldChange
114461,pine nut,VIP+FoldChange
114463,peanut,VIP+FoldChange
11448,corn,VIP+FoldChange
114489,oat,VIP+FoldChange
114492,"cocoa seed, sesame",VIP+FoldChange
114506,potato leaf,VIP+FoldChange
114508,"banana, apricot",VIP+FoldChange
114511,shrimp,VIP+FoldChange
114568,cilantro,VIP+FoldChange
11458,soda,VIP+FoldChange
114596,walnut,VIP+FoldChange
11461,soda,VIP+FoldChange
11462,soda,VIP+FoldChange
114657,"chard, apricot",VIP+FoldChange
114688,tomato,VIP+FoldChange
114691,"blueberry, cranberry",VIP+FoldChange
114704,yogurt_cow,VIP+FoldChange
114706,garlic,VIP+FoldChange
114708,legume,VIP+FoldChange
114737,pig,VIP+FoldChange
114753,"turmeric, ginger",VIP+FoldChange
114760,"sage, poppy seed",VIP+FoldChange
114762,sage,VIP+FoldChange
114764,sage,VIP+FoldChange
114767,sage,VIP+FoldChange
114795,lettuce,VIP+FoldChange
114803,oregano,VIP+FoldChange
114817,rosemary,VIP+FoldChange
11482,cardamom,VIP+FoldChange
114827,tomato,VIP+FoldChange
114834,tomato,VIP+FoldChange
114845,chard,VIP+FoldChange
114875,lettuce,VIP+FoldChange
114882,ginger,VIP+FoldChange
114889,grapefruit,VIP+FoldChange
114891,sage,VIP+FoldChange
114939,lentil,VIP+FoldChange
114975,Tilapia,VIP+FoldChange
115,grain_fermented,VIP+FoldChange
115022,egg_chicken,VIP+FoldChange
115025,"blueberry, strawberry",VIP+FoldChange
115045,tomato,VIP+FoldChange
11506,"raspberry, chive stem",VIP+FoldChange
115073,blueberry,VIP+FoldChange
115081,lettuce,VIP+FoldChange
115083,borage flower,VIP+FoldChange
115093,"raspberry, strawberry",VIP+FoldChange
115108,rice,VIP+FoldChange
115118,lettuce,VIP+FoldChange
115140,yogurt_cow,VIP+FoldChange
115142,yogurt_cow,VIP+FoldChange
115143,yogurt_cow,VIP+FoldChange
115147,apple,VIP+FoldChange
115153,"blueberry, jicama",VIP+FoldChange
115195,guava,VIP+FoldChange
115256,walnut,VIP+FoldChange
115257,walnut,VIP+FoldChange
115259,borage flower,VIP+FoldChange
115285,cheddar cheese,VIP+FoldChange
115293,cheddar cheese,VIP+FoldChange
115323,milk_cow,VIP+FoldChange
115324,chia,VIP+FoldChange
115331,blueberry,VIP+FoldChange
115333,blueberry,VIP+FoldChange
115338,sesame,VIP+FoldChange
115354,"blueberry, cranberry, guava",VIP+FoldChange
115360,pepper,VIP+FoldChange
115362,blueberry,VIP+FoldChange
115412,tomato,VIP+FoldChange
115421,"rosemary, curry plant",VIP+FoldChange
115432,"garlic powder, sesame",VIP+FoldChange
115445,pea,VIP+FoldChange
115452,cherry,VIP+FoldChange
115466,cranberry,VIP+FoldChange
115467,betel nut leaf,VIP+FoldChange
115470,rosemary,VIP+FoldChange
115499,radish greens,VIP+FoldChange
115515,tomato,VIP+FoldChange
115548,spinach,VIP+FoldChange
115559,lentil,VIP+FoldChange
115563,garlic powder,VIP+FoldChange
115564,radish greens,VIP+FoldChange
115575,brussel sprout,VIP+FoldChange
115583,basil,VIP+FoldChange
115584,tomato,VIP+FoldChange
115594,cilantro,VIP+FoldChange
115603,veal,VIP+FoldChange
115612,milk_cow,VIP+FoldChange
115616,milk_cow,VIP+FoldChange
115629,sesame,VIP+FoldChange
11563,squash blossom,VIP+FoldChange
115637,rosemary,VIP+FoldChange
11565,"oat, sesame seed, chia",VIP+FoldChange
115663,cheddar cheese,VIP+FoldChange
115667,cranberry,VIP+FoldChange
115681,marjoram,VIP+FoldChange
115693,"radish greens, mushroom plant",VIP+FoldChange
115698,brussel sprout,VIP+FoldChange
115699,grapefruit,VIP+FoldChange
115700,sugarcane,VIP+FoldChange
115701,peanut,VIP+FoldChange
115713,peanut,VIP+FoldChange
115717,"blueberry, cranberry, guava",VIP+FoldChange
115718,Tilapia,VIP+FoldChange
115746,tomato,VIP+FoldChange
115765,tomato,VIP+FoldChange
115795,tomato,VIP+FoldChange
115813,"cranberry, betel nut",VIP+FoldChange
11582,persimmon,VIP+FoldChange
115846,grape,VIP+FoldChange
115851,rice,VIP+FoldChange
11588,garlic,VIP+FoldChange
115883,tomato,VIP+FoldChange
115886,banana,VIP+FoldChange
115888,fennel,VIP+FoldChange
115900,rice,VIP+FoldChange
115943,olive,VIP+FoldChange
115965,veal,VIP+FoldChange
115988,melon,VIP+FoldChange
116025,lentil,VIP+FoldChange
116048,sugarcane,VIP+FoldChange
116114,chive stem,VIP+FoldChange
116145,tomato,VIP+FoldChange
116162,cauliflower,VIP+FoldChange
116184,milk_cow,VIP+FoldChange
116188,lentil,VIP+FoldChange
116203,sesame seed,VIP+FoldChange
116205,cauliflower,VIP+FoldChange
116228,garlic powder,VIP+FoldChange
116235,chard,VIP+FoldChange
116290,sesame seed,VIP+FoldChange
116292,turmeric,VIP+FoldChange
116316,tomato,VIP+FoldChange
116323,banana,VIP+FoldChange
116327,walnut,VIP+FoldChange
116339,peanut,VIP+FoldChange
116353,egg_chicken,VIP+FoldChange
116356,pig,VIP+FoldChange
116359,pig,VIP+FoldChange
11636,strawberry,VIP+FoldChange
116368,"onion, chive stem, chive blossom",VIP+FoldChange
116373,"cardamom, ginger, lemon balm",VIP+FoldChange
116376,mango,VIP+FoldChange
116383,poppy seed,VIP+FoldChange
116411,"anise, bay leaf",VIP+FoldChange
116423,langostino,VIP+FoldChange
116424,milk_goat,VIP+FoldChange
116425,marjoram,VIP+FoldChange
116429,chia,VIP+FoldChange
116439,kumquat,VIP+FoldChange
116441,mushroom,VIP+FoldChange
116452,"chard, apricot",VIP+FoldChange
116454,cauliflower,VIP+FoldChange
116486,grape,VIP+FoldChange
116487,cloves,VIP+FoldChange
116498,cauliflower,VIP+FoldChange
116499,banana,VIP+FoldChange
116500,apple,VIP+FoldChange
116505,lemon,VIP+FoldChange
116539,langostino,VIP+FoldChange
116547,betel nut leaf,VIP+FoldChange
116561,chicken,VIP+FoldChange
116590,sage,VIP+FoldChange
11661,kumquat,VIP+FoldChange
116633,dill,VIP+FoldChange
116650,kumquat,VIP+FoldChange
116651,pomelo,VIP+FoldChange
116659,banana,VIP+FoldChange
116664,"cranberry, tarragon",VIP+FoldChange
11670,trout,VIP+FoldChange
116701,ginger,VIP+FoldChange
116716,raspberry,VIP+FoldChange
116720,"mushroom, grain_fermented",VIP+FoldChange
116731,chard,VIP+FoldChange
116735,peanut,VIP+FoldChange
116756,pomelo,VIP+FoldChange
116796,garlic,VIP+FoldChange
116805,jicama,VIP+FoldChange
116817,garlic powder,VIP+FoldChange
116851,spinach,VIP+FoldChange
116873,milk_cow,VIP+FoldChange
116903,chard,VIP+FoldChange
116928,basil,VIP+FoldChange
116951,peanut,VIP+FoldChange
116960,marigold,VIP+FoldChange
116975,walnut,VIP+FoldChange
116987,poppy seed,VIP+FoldChange
11699,"radish, radish greens",VIP+FoldChange
116990,borage flower,VIP+FoldChange
116996,"lettuce, cannabis leaf",VIP+FoldChange
117010,grain_fermented,VIP+FoldChange
117021,peanut,VIP+FoldChange
117031,lettuce,VIP+FoldChange
117043,cocoa seed,VIP+FoldChange
117087,infusion,VIP+FoldChange
117104,lettuce,VIP+FoldChange
117147,lettuce,VIP+FoldChange
117151,"rice, arugula",VIP+FoldChange
117154,pea,VIP+FoldChange
117191,"cardamom, ginger",VIP+FoldChange
117201,grain_fermented,VIP+FoldChange
117207,lentil,VIP+FoldChange
117218,ground cherry,VIP+FoldChange
117226,tomato,VIP+FoldChange
11723,guava,VIP+FoldChange
117244,garlic powder,VIP+FoldChange
117248,"garlic, garlic powder",VIP+FoldChange
117254,lettuce,VIP+FoldChange
117265,walnut,VIP+FoldChange
117276,grain_fermented,VIP+FoldChange
117297,anise,VIP+FoldChange
117320,lettuce,VIP+FoldChange
